"Ano_Ref","Municipio","UF","AG001","ES001","POP_URB","AG006","AG028","ES006","ES028","FN001","FN002","FN003","FN006","FN013","FN023","FN024","FN033","FN042","FN043","FN048","FN052","FN053","FN058","nat_jur"
2018,"Castro Alves","BA",24500,686,16181,1121.7,206,19.02,0,3894469.85,3862188.83,32281.02,3972926.55,467297.14,0,0,0,NA,NA,NA,0,0,0,""
2012,"Castro Alves","BA",21413,706,15777,1013.53,1939.96,17.67,NA,2511750.42,2488226.87,23523.55,2222160.83,34916.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2021,"Castro Alves","BA",21938,758,16279,1318.85,2001.39,23.85,0,4641186.52,4590937.41,50249.11,4845182.79,758683.92,2135907.38,906.14,2181415.05,0,0,0,0,0,0,""
2015,"Castro Alves","BA",22849,657,16845,1063.96,1918.82,18.39,0.19,2730407.41,2706504.59,23902.82,2858836.47,320992.99,277547.13,313859.49,840978.4,NA,NA,NA,641657.02,0,641657.02,""
2020,"Castro Alves","BA",21754,774,16248,1223.25,1836.97,18.69,0,4477313.24,4434880.64,42432.6,4481527.65,728135.8,855676.13,66564.76,986061.6,NA,NA,NA,NA,NA,NA,""
2010,"Castro Alves","BA",17772,665,15686,924.87,NA,21.17,NA,1567535,1550479,17056,1767523,235987,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2022,"Castro Alves","BA",21050,706,NA,1264.49,1786.09,27.52,0,5143957.94,5088338.6,55619.34,5336043.98,798884.25,1746764.47,15871.61,1798295.22,0,0,0,0,0,0,""
2008,"Castro Alves","BA",17441,681,14377,815.16,190.04,22.23,0,1251677.09,1237199.83,14477.26,1447269.04,172665.79,0,0,0,NA,NA,NA,NA,NA,NA,""
2011,"Castro Alves","BA",20866,678,15732,871.8,211.11,19.39,0,1744965,1727301,17664,1879091,254203,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2017,"Catu","BA",53350,6742,47260,5270.39,3143.49,192,0,7181157.43,7181157.43,0,8148873.16,1802407.67,2138,0,2138,2138,299620.77,378118.77,0,0,0,"Administração pública direta"
2022,"Catu","BA",47917,100,NA,5270.42,4328.39,0,0,10491769.77,10491769.77,0,11530377.84,3259475.78,280468.1,0,280468.1,0,0,0,0,0,0,"Administração pública direta"
2022,"Caturama","BA",4529,1373,NA,328.25,142.33,61.87,21.31,1564541.68,1249613.26,314928.42,1522353.12,202543.66,202980.66,21997.27,234107.22,0,0,0,0,0,0,""
2016,"Caturama","BA",5545,1732,2621,274.66,1.91,57.58,19.65,967903.91,763941.58,203962.33,979071.49,8796.42,856.12,785.01,2126.35,NA,NA,NA,0,0,0,""
2020,"Caturama","BA",4607,1531,2501,299.4,334.72,62.24,20.09,1417823.43,1114640.41,303183.02,1275548.92,126117.41,58630.69,19164,97722.43,NA,NA,NA,NA,NA,NA,""
2019,"Caturama","BA",5995,1871,2504,275.48,199.97,58.78,19.94,1365243.44,1077857.3,287386.14,1273685.33,136173.36,0,19280,19280,NA,NA,NA,NA,NA,NA,""
2018,"Caturama","BA",5998,1837,2507,284.44,15,60.94,19,1237783.98,976324.01,261459.97,1190987.95,49364.95,0,0,0,NA,NA,NA,0,0,0,""
2021,"Caturama","BA",4568,1490,2497,307.55,299.37,63.77,21.43,1459298.52,1159346.74,299951.78,1431605.13,121358.5,66865.67,7491.05,101635.26,0,0,0,0,0,0,""
2009,"Caturama","BA",3763,1731,1731,202,0.36,NA,NA,254414.42,254414.42,NA,266903.5,13624.98,0,0,0,0,0,0,0,0,0,"Administração pública direta"
2017,"Caturama","BA",5939,1791,2621,289.29,18.87,57.72,0,1063442,838933.31,224508.69,1005410.63,9638.39,0,40513.7,46521.24,NA,NA,NA,0,0,0,""
2015,"Caturama","BA",5737,1746,2621,266.68,298.32,4.83,0,672937.77,657419.52,15518.25,736473.85,6587.21,809.52,915.43,2194.8,NA,NA,NA,0,0,0,""
2007,"Chorrochó","BA",5067,2042,2446,371.03,306.03,68.6,NA,332910.66,287369.06,45541.6,377832.29,63440.3,0,0,0,NA,NA,NA,NA,NA,NA,""
2017,"Chorrochó","BA",7466,2671,2841,306.93,288.38,86.69,0,1264864.18,1106157.05,158707.13,1187287.39,86487.14,0,0,0,NA,NA,NA,0,0,0,""
2014,"Chorrochó","BA",7161,2353,2815,338.39,290.62,81.17,0,984164.82,872635.42,111529.4,1025783.03,80727.41,39549.98,417835.32,508799.53,NA,NA,NA,NA,NA,NA,""
2015,"Chorrochó","BA",7452,2739,2824,342.51,273.26,85.14,0.26,1039442.68,916783.68,122659,1024733.81,88445.65,17853.8,20189.67,48405.9,NA,NA,NA,0,0,0,""
2008,"Chorrochó","BA",6032,2373,2534,288.64,287.66,77.86,0,390895.1,337400.48,53494.62,429615.2,55479.87,0,0,0,NA,NA,NA,NA,NA,NA,""
2009,"Chorrochó","BA",6243,2487,2550,270.93,296.77,88.32,NA,463477.71,402152.64,61325.07,497512.24,57648.98,NA,NA,NA,0,0,0,0,0,0,""
2016,"Chorrochó","BA",7510,2744,2833,289.27,293.44,91.7,0.26,1150949.88,1011421.15,139528.73,1085093.26,74733.96,18881.43,63396.79,100370.74,NA,NA,NA,0,0,0,""
2019,"Chorrochó","BA",7495,2701,2740,275.17,313.75,83.88,31.65,1429993.94,1254760.96,175232.98,1409786.02,113190.09,0,8491236.55,10806123.55,NA,NA,NA,NA,NA,NA,""
2018,"Chorrochó","BA",7441,2689,2734,294.05,295,85.33,0,1322370.75,1158732.03,163638.72,1238075.57,102441.33,0,2782211.52,3364944.99,NA,NA,NA,0,0,0,""
2021,"Chorrochó","BA",5990,2790,2750,331.87,307.06,96.37,43.51,1675164.55,1457690.52,217474.03,1664864.49,176819.79,45462.59,8541.35,74146.37,0,0,0,0,0,0,""
2012,"Chorrochó","BA",7167,2475,2646,374.21,322.02,82.94,NA,831068.86,736429.82,94639.04,868702.1,74258.17,NA,184000,NA,NA,NA,NA,NA,NA,NA,""
2010,"Chorrochó","BA",6272,2434,2631,360.17,314.31,81.6,NA,549787,483618,66169,596459,60686,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2020,"Chorrochó","BA",6142,2900,2745,280.71,306.45,98.5,21.98,1573620.44,1369728.19,203892.25,1564415.79,126850.39,49379.11,371097.74,1367821.09,NA,NA,NA,NA,NA,NA,""
2013,"Chorrochó","BA",7223,2376,2805,373.86,334.32,83.04,NA,996234.69,879670.49,116564.2,1011058.94,92434.52,0,95604.54,109261.87,NA,NA,NA,NA,NA,NA,""
2011,"Chorrochó","BA",6643,2436,2639,337.27,320.95,79.08,0,610989,538027,72962,644809,69476,0,185000,185000,NA,NA,NA,NA,NA,NA,""
2022,"Chorrochó","BA",5599,3769,NA,344.38,288.87,91.02,49.4,1735167.35,1503107.53,232059.82,1720742.81,194173.23,92487.93,8830743.21,9595391.04,0,0,0,0,0,0,""
2017,"Cícero Dantas","BA",21335,25000,19030,924.09,3003.62,0,NA,4113669.39,4113669.39,0,3992443.06,1532287.02,39409.01,0,45252.75,0,80000,80000,0,0,250000,"Administração pública direta"
2022,"Cícero Dantas","BA",20431,26820,NA,1098.42,3044.98,0,NA,5658095.12,5658095.12,0,5280296.22,1388481.51,611732.27,946765.55,1672583.92,0,0,0,0,0,0,"Administração pública direta"
2018,"Cícero Dantas","BA",23733,26700,18306,427.25,6180,0,NA,4452657.09,4452657.09,0,4303673.94,781317.45,1033001.4,0,1033001.4,0,2e+05,2e+05,3500000,0,0,"Administração pública direta"
2021,"Cícero Dantas","BA",21545,26820,17910,1095.92,499.01,0,NA,5078194.16,5078194.16,0,4881023.02,641465.72,452628.66,44247.69,565491.87,0,0,0,0,0,0,"Administração pública direta"
2020,"Cícero Dantas","BA",21718,26810,17877,992.73,1748.24,0,NA,4969528.83,4969528.83,0,4836993.07,449576.19,714419.2,0,781147.58,0,60000,60000,4e+05,0,4e+05,"Administração pública direta"
2019,"Cícero Dantas","BA",23626,26750,17844,981.86,6399.49,0,NA,4693103.21,4693103.21,0,4424696.16,625808.76,180425.58,0,180425.58,0,35000,35000,98000,0,98000,"Administração pública direta"
2019,"Cipó","BA",12690,4068,12394,667.7,321.07,0,1,2791127.95,2785125.95,4002,2949856.48,102317.94,0,0,0,50000,15000,170000,0,0,0,"Administração pública direta"
2016,"Cipó","BA",12999,17673,12661,651.14,325.26,0,0,2280090.6,2280090.6,0,2180433.43,91594.53,23761.5,527.09,28333.2,50000,15000,1e+05,0,0,0,"Administração pública direta"
2012,"Conceição da Feira","BA",19691,521,13417,1201.75,12.06,NA,NA,1816845.26,1805914.01,10931.25,1951992.5,155505.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2014,"Conceição da Feira","BA",19556,495,14462,1141.05,1272.85,18.65,15.53,2148867.98,2134691.03,14176.95,2407095.12,270493.77,188577.58,1080.16,210976.98,NA,NA,NA,NA,NA,NA,""
2021,"Conceição da Feira","BA",16311,313,14775,1254.39,1596.53,12.45,2.59,3974409.49,3958187.27,16222.22,4049804.1,833783.79,4017122.02,4245.23,4309272.6,0,0,0,0,0,0,""
2018,"Conceição da Feira","BA",20555,443,14426,1222.13,1481,14.34,12,3250131.31,3234886.62,15244.69,3356639.75,712973.44,0,0,0,NA,NA,NA,0,0,0,""
2013,"Conceição da Feira","BA",19109,496,14319,1175.82,1209.8,17.13,NA,2084200.02,2068590.59,15609.43,2101196.92,207121.12,9642.21,0,36486.78,NA,NA,NA,NA,NA,NA,""
2019,"Conceição da Feira","BA",20176,443,14548,1110.08,1409.31,11.76,13.55,3535993.67,3520605.59,15388.08,3598646.78,772743.04,683000,0,683000,NA,NA,NA,NA,NA,NA,""
2017,"Conceição da Feira","BA",20315,473,14833,1187.06,1789.03,3.65,13.32,2895354.95,2881349.75,14005.2,3012379.53,628709.41,90429.31,0,103838.55,NA,NA,NA,0,0,0,""
2020,"Conceição da Feira","BA",16216,315,14665,1299.38,1595.75,11.55,0,3783833.85,3767099.27,16734.58,3756069.68,884099.59,1708349.59,0,2002854.29,NA,NA,NA,NA,NA,NA,""
2016,"Conceição da Feira","BA",20215,477,14715,1143.34,358.8,18.42,0.19,2586365.48,2574230.6,12134.88,2713660.11,519396.93,165744.56,58699.3,277041.83,NA,NA,NA,0,0,0,""
2015,"Conceição da Feira","BA",19451,484,14596,1163.1,1230.92,18.41,0.19,2244267.82,2234605.8,9662.02,2520510.29,523709.01,60531.7,68451.26,164115.85,NA,NA,NA,0,0,0,""
2022,"Conceição da Feira","BA",15006,265,NA,1207.8,1336.6,12.83,1.3,4363240.14,4343643.98,19596.16,4237183.53,791492.36,1508263.67,48433.9,1676956.31,0,0,0,0,0,0,""
2015,"Conceição do Coité","BA",53481,3609,39848,57.01,3093.38,96.62,33.3,6128839.2,6052455.09,76384.11,6510272.49,2023983.9,55927.29,63244.43,186892.05,NA,NA,NA,255698.5,0,255698.5,""
2021,"Conceição do Coité","BA",58103,2187,39409,0,8978.76,71.73,55.82,10696026.47,10539918.71,156107.76,10708733.17,4421547.5,610004.69,30387.92,728623.67,0,0,0,0,0,0,""
2019,"Conceição do Coité","BA",53288,2857,38951,11.35,4365.91,67.59,78.75,9454975.08,9318777.7,136197.38,9288722.21,2838256.28,271337.94,0,271337.94,NA,NA,NA,NA,NA,NA,""
2022,"Conceição do Coité","BA",57601,2178,NA,32.69,8755.78,70.49,48.14,12153601.82,11981278.08,172323.74,12022671.27,4746053.15,1286511.56,43409.81,1384348.63,0,0,0,0,0,0,""
2016,"Conceição do Coité","BA",53833,3455,39690,59.29,996.96,106.56,44.5,6729605.8,6623038.89,106566.91,7013141.69,2096130.01,77952.74,54234.27,168725.56,NA,NA,NA,0,0,0,""
2017,"Conceição do Coité","BA",54548,3183,39940,33.99,7574.08,87.07,114.27,7992621.23,7872337.11,120284.12,8118681.02,1698390.87,0,0,0,NA,NA,NA,0,0,0,""
2012,"Conceição do Coité","BA",53246,1623,36859,2675.27,4590.45,NA,NA,4820273.69,4778942.18,41331.51,4923372.22,1305219.18,NA,193000,NA,NA,NA,NA,NA,NA,NA,""
2014,"Conceição do Coité","BA",53047,1534,39559,58.45,7490.26,50.59,37.67,5870350.5,5806024.45,64326.05,6071686.02,1643944.31,317293.69,36251.42,393286.76,NA,NA,NA,NA,NA,NA,""
2020,"Conceição do Coité","BA",58658,2236,39186,0,4796.19,65.63,0,10254798.91,10117233.93,137564.98,9936318.02,2983294.44,612981.61,0,783551.82,NA,NA,NA,NA,NA,NA,""
2018,"Conceição do Coité","BA",54540,3061,38705,32.78,1442,79.87,123,8701467.93,8584448.16,117019.77,8785361.8,2134901.59,1428592.66,0,1428592.66,NA,NA,NA,0,0,0,""
2013,"Conceição do Coité","BA",51503,1546,39252,3236.55,5656.23,54.31,41.41,5232887.69,5173656.67,59231.02,5443319.21,1477276.5,65388.93,51836.36,194110.19,NA,NA,NA,NA,NA,NA,""
2022,"Conceição do Jacuípe","BA",27455,1623,NA,1425.58,1252.2,46.54,29.12,2985866.1,2919540.27,66325.83,2799795.83,148032.04,2087672.67,16607.45,2294469.76,0,0,0,0,0,0,""
2021,"Conceição do Jacuípe","BA",26143,1557,26280,1310.8,855.46,40.12,24.16,2627681.22,2576861.4,50819.82,2612163.55,130199.24,5879419.51,4428.31,6466748.05,0,0,0,0,0,0,""
2017,"Conceição do Jacuípe","BA",16428,1447,26472,1173.6,1372.58,48.89,0,2050747.54,2005038.25,45709.29,2030448.58,128032.66,0,0,0,NA,NA,NA,0,0,0,""
2018,"Conceição do Jacuípe","BA",16240,1402,25716,1205.1,251,51.3,34,2229004.29,2183056.56,45947.73,2258686.18,93632.9,0,0,0,NA,NA,NA,0,0,0,""
2016,"Conceição do Jacuípe","BA",15552,1472,26275,1025.39,273.51,50.55,0,1736091.55,1702187.53,33904.02,1771574.3,362016.11,20001.27,11253.16,39449.63,NA,NA,NA,0,0,0,""
2019,"Conceição do Jacuípe","BA",16208,1364,25907,1294.15,214.52,39.13,3.12,2383258.84,2334640.09,48618.75,2329327.02,90847.13,0,0,0,NA,NA,NA,NA,NA,NA,""
2020,"Conceição do Jacuípe","BA",25962,1542,26098,1282.14,2119.71,39.53,0,2619228.87,2569145.92,50082.95,2427363.36,93631.94,3552820.32,0,4710393.31,NA,NA,NA,NA,NA,NA,""
2020,"Conde","BA",15265,5979,13369,933.77,714.76,220.07,87.9,4814666.63,3791916.52,1022750.11,5068913.16,320597.73,540309.52,93672.66,701052.64,NA,NA,NA,NA,NA,NA,""
2022,"Conde","BA",14030,5208,NA,995.28,720.05,226.22,88.92,5240449.3,4123303.41,1117145.89,5173507.09,474251.98,566910.25,181019.68,777779.13,0,0,0,0,0,0,""
2021,"Conde","BA",15290,5775,13466,1018.09,664.36,228.51,81.87,4866748.19,3830581.24,1036166.95,5041786.75,383348.98,615375.66,94688.64,768380.61,0,0,0,0,0,0,""
2018,"Conde","BA",20365,6118,13161,996.42,771,186.4,56,4066708.71,3340762.42,725946.29,4123625.25,282797.43,30321.42,122197.13,178112.71,NA,NA,NA,0,0,0,""
2019,"Conde","BA",20437,6414,13267,1002.91,728.38,203.72,74.18,4596828.27,3627487.98,969340.29,4753869.53,287387.32,1259669.65,21209.66,1280879.31,NA,NA,NA,NA,NA,NA,""
2011,"Coronel João Sá","BA",10784,6956,6956,401.91,866.51,0,25,806322,796322,10000,824998,206024,NA,NA,NA,20000,5000,291600,0,0,0,"Administração pública direta"
2013,"Coronel João Sá","BA",10910,3600,7190,472.65,819.87,0,0,1049975.64,1049975.64,0,902029.69,170701.71,0,0,13209.37,0,0,0,0,0,0,"Administração pública direta"
2014,"Coronel João Sá","BA",10973,4221,7121,438.02,862.48,0,0,1091174.64,1091174.64,0,983866.95,187630.41,28076.91,0,31233.01,0,0,0,0,0,0,"Administração pública direta"
2020,"Coronel João Sá","BA",7945,7086,6486,439.73,636.26,0,0,1786622.24,1786622.24,0,1896795.94,220369.11,85624.24,0,113296.13,0,0,0,0,0,0,"Administração pública direta"
2015,"Coronel João Sá","BA",10989,4418,7056,452.71,856.65,0,NA,1126174.61,1126174.61,0,1029235.99,252028.62,7.35,8.31,19.92,0,2e+05,2e+05,0,0,0,"Administração pública direta"
2021,"Coronel João Sá","BA",7612,7086,6417,523.04,596.28,0,0,1981244.88,1981244.88,0,1973690.2,260696.94,1180242.28,817.52,1193108.36,0,0,0,0,0,0,"Administração pública direta"
2022,"Coronel João Sá","BA",8165,7086,NA,585.77,661.56,0,NA,2272672.61,2272672.61,0,2313123.65,332316.81,592585.05,5378.25,611136.65,0,0,0,0,0,0,"Administração pública direta"
2020,"Correntina","BA",25128,8048,12984,1873.15,1245.07,0,NA,3669716.39,3669716.39,0,3669716.39,572058.14,116518,0,116518,0,0,0,0,0,0,"Autarquia"
2022,"Correntina","BA",26573,8048,NA,1950.33,1389.12,0,1000,4546498.21,4546498.21,0,4546498.21,1296121.62,45166.83,0,45166.83,0,0,0,0,0,0,"Autarquia"
2009,"Correntina","BA",18789,3000,12887,1610,414,0,13,1282966,1282966,0,1282966,158035,157135,0,190900,NA,NA,NA,0,0,0,"Administração pública direta"
2015,"Correntina","BA",17384,3376,13384,1612.17,913.36,499,NA,2598661.89,2598661.89,0,2598661.89,384719.15,442293.16,0,442293.16,0,0,0,0,0,0,"Administração pública direta"
2013,"Correntina","BA",32980,3326,13302,986.01,312,499,NA,2012491.31,2012491.31,0,2012491.31,227310.34,185344.92,0,370689.84,0,0,0,0,0,0,"Autarquia"
2016,"Correntina","BA",18392,3385,13421,1871.15,1008.16,499,NA,2994681.65,2994681.65,0,2994681.65,403109.44,404498.45,0,404498.45,0,0,0,0,0,0,"Autarquia"
2014,"Correntina","BA",15344,3326,13344,1386.4,343,499,NA,2305158.47,2305158.47,0,2305158.47,241528.15,328093.29,0,328093.29,0,0,0,0,0,0,"Autarquia"
2021,"Correntina","BA",26431,8048,13005,1913.12,1378.69,0,NA,3953821.5,3953821.5,0,3953821.5,944269.33,216251,0,216251,0,0,0,0,0,0,"Autarquia"
2017,"Correntina","BA",18920,3385,13456,1873.15,1112.54,499,NA,3008245.29,3008245.29,0,3008245.29,387719.88,108623.5,0,108623.5,0,0,0,0,0,0,"Autarquia"
2021,"Cravolândia","BA",3539,2665,3376,153.69,900.95,111.23,17.1,1035961.2,664146.32,371814.88,1085445.14,178795.05,39572.08,93637.25,143625,0,0,0,0,0,0,""
2018,"Cravolândia","BA",3436,2681,3374,148.71,1013,98.99,10,848744.5,536637.19,312107.31,782905.97,275366.6,0,0,0,NA,NA,NA,0,0,0,""
2009,"Cravolândia","BA",3577,2802,3762,139.91,968.62,81.22,16.92,317291.37,208866.7,108424.67,321115.05,160740.55,NA,41000,NA,0,0,0,0,0,0,""
2014,"Cravolândia","BA",3343,2639,3502,126.84,243.5,80.25,14.76,477229.47,300765.04,176464.43,499916.95,170022.07,15381.71,6933.47,24823.61,NA,NA,NA,NA,NA,NA,""
2015,"Cravolândia","BA",3279,2595,3507,134.52,249.6,75.54,1.53,522113.47,331645.52,190467.95,471865.42,239873.45,79180.18,69161.96,186324.69,NA,NA,NA,0,0,0,""
2016,"Cravolândia","BA",3218,2511,3512,165.06,986.8,77.38,1.58,587568.82,376792.44,210776.38,510733.53,231444.92,64680.44,59308.76,160648.02,NA,NA,NA,0,0,0,""
2010,"Cravolândia","BA",3431,2604,3180,149.66,967.85,81.46,28.45,338156,215048,123108,365068,172435,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2008,"Cravolândia","BA",3549,2171,3722,138.64,965.81,NA,NA,283969.06,204917.57,79051.49,292643.64,174733.21,0,67000,67000,NA,NA,NA,NA,NA,NA,""
2011,"Cravolândia","BA",3571,2789,3183,137.1,948.35,82.85,35.23,401828,255956,145872,373225,184308,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2020,"Cravolândia","BA",3632,2763,3376,149.83,932.51,98.36,16.72,1045183.68,673846.05,371337.63,1087165.26,228830.26,9011.25,0,26187.65,NA,NA,NA,NA,NA,NA,""
2019,"Cravolândia","BA",3471,2681,3374,141.28,983.31,76.13,166.92,928288.55,594905.94,333382.61,931548.42,254861.04,0,0,0,NA,NA,NA,NA,NA,NA,""
2013,"Cravolândia","BA",3406,2725,3369,130.53,242.1,81.5,10.32,481846.03,306242.77,175603.26,441890.25,149768.69,1891.74,296.66,11694.78,NA,NA,NA,NA,NA,NA,""
2017,"Cravolândia","BA",3496,2597,3517,133.06,244.36,79.98,9.74,764838.97,491982.23,272856.74,658470.29,259177.7,28686.01,0,32939.69,NA,NA,NA,0,0,0,""
2012,"Cravolândia","BA",3680,2850,3184,120.11,991.72,81.27,NA,451741.68,292320.92,159420.76,485909.29,184302.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2022,"Cravolândia","BA",2938,2233,NA,155.34,209.1,106.68,26.52,1133917.32,721395.02,412522.3,1132657.47,132506.4,50808.17,95713.42,158003.14,0,0,0,0,0,0,""
2018,"Cruz das Almas","BA",57420,21509,53515,1608.35,3940,759.67,436,12352655.98,9864331.33,2488324.65,12171630.21,882234.56,1957799.8,517943.69,2634648.81,NA,NA,NA,0,0,0,""
2012,"Cruz das Almas","BA",55124,340,50620,2419.61,812.9,NA,NA,5943410.19,5924060.42,19349.77,6003977.02,177733.89,38806000,NA,NA,NA,NA,NA,NA,NA,NA,""
2021,"Cruz das Almas","BA",58182,28973,54411,1779.8,2740.55,1121.9,657,16227049.81,11636985.6,4590064.21,15914399.15,1772182.81,1535183.53,2093579.25,3762603.43,0,0,0,0,0,0,""
2016,"Cruz das Almas","BA",58051,13638,54946,1421.82,2096.5,326.31,318.88,9200518.16,8365624.5,834893.66,8983742.37,637400.6,774013.8,708383.65,1901039.15,NA,NA,NA,0,0,0,""
2015,"Cruz das Almas","BA",57876,9226,54644,1407.22,2282.95,121.05,216.86,7882857.31,7585264.82,297592.49,7921942.75,709932.26,805353.21,745880.49,2718765.57,NA,NA,NA,0,5544781.57,5544781.57,""
2022,"Cruz das Almas","BA",54342,30632,NA,1675.16,2385.24,1234.52,547.94,18308032.08,12569750.42,5738281.66,17691297.57,2290036.23,1809231.34,2732505.6,4711084.19,0,0,0,0,0,0,""
2011,"Cruz das Almas","BA",53380,680,50259,2321.95,3523.78,0,0,4958580,4958580,0,5103256,537087,0,2952000,2952000,NA,NA,NA,NA,NA,NA,""
2017,"Cruz das Almas","BA",56799,20258,55270,1450.6,2160.06,619.5,369.43,11255565,9292347.69,1963217.31,10803055.78,712776.92,149796.44,1035568.41,1361135.66,NA,NA,NA,0,0,0,""
2020,"Cruz das Almas","BA",58088,27441,54128,1696.4,3648.59,1007.92,592.45,15725322.92,11647633.27,4077689.65,15112188.96,1003045.6,689239.92,1454190.49,2367719.78,NA,NA,NA,NA,NA,NA,""
2010,"Cruz das Almas","BA",50919,672,49885,2428.78,3339.83,NA,NA,4246018,4246018,0,4596712,496006,NA,8668000,NA,NA,NA,NA,NA,NA,NA,""
2019,"Cruz das Almas","BA",57991,23800,53829,1785.42,3927.93,785.45,567.38,13565314.53,10610825.39,2954489.14,13222333.83,964513.8,326449.57,82373.2,425235.27,NA,NA,NA,NA,NA,NA,""
2013,"Curaçá","BA",29200,14210,14810,1920,2000,918,667.2,1447819.61,1279737.5,168082.11,1482846.6,47411.5,24293.4,29264.49,53557.89,0,0,0,NA,NA,NA,"Autarquia"
2012,"Curaçá","BA",28951,13719,13916,1711.54,365,398.98,3,1307746.53,1179196.38,128550.15,1354134.4,246973,28750,29016,57766,0,0,0,0,0,0,"Autarquia"
2021,"Curaçá","BA",30774,10980,14955,3765.3,157.2,960.68,32.75,2989869.47,2931453.11,58416.36,3532577.32,436000.71,96204.3,42415.8,138620.1,0,0,0,0,0,0,"Autarquia"
2022,"Curaçá","BA",30123,10359,NA,3980,178,962.25,37.5,3571030.31,3361455.28,209575.03,4107713.7,263013.3,98720,45800,144520,0,0,0,0,0,0,"Autarquia"
2011,"Curaçá","BA",28951,13719,13819,1550.12,295,375.23,2.85,1194510,1077199.8,105310.2,1214645,215430,25000,22320,47320,0,0,0,0,0,0,"Autarquia"
2003,"Curaçá","BA",16208,10235,11229,754,48.83,245,0,382646.61,363239.02,19407.59,507515.19,80400,24497.25,94276.62,124675.53,NA,NA,NA,NA,NA,NA,"Autarquia"
2020,"Curaçá","BA",30024,10919,14878,3423,145.6,943.51,25.65,2809918.49,2753629.84,56288.65,3231859.92,319522.05,88050.2,36520.5,124570.7,0,0,0,0,0,0,"Autarquia"
2017,"Curaçá","BA",30944,10670,15150,3327,525.62,891.22,28.25,2150303.35,2121290.34,29013.01,2544942.38,195297.39,58032.27,21250,79282.27,0,0,0,0,0,0,"Autarquia"
2010,"Curaçá","BA",28951,13719,13719,751.1,264,NA,2.5,905168.17,845065.25,60102.92,905168.17,144449.6,32940.8,18226.3,51167.1,NA,NA,NA,NA,NA,NA,"Autarquia"
2015,"Curaçá","BA",30291,10412,15015,2864.23,431.68,611.15,12.48,1892441.08,1709716.42,182724.66,1979919.06,65984.57,28347.57,36753.72,65101.29,0,0,0,0,0,0,"Autarquia"
2016,"Curaçá","BA",30338,10614,15063,3256.23,655.28,810.2,23.25,2091055.13,1977548.19,113506.94,2236134.39,68976.85,22247.6,8020.3,30267.9,0,0,0,0,0,0,"Autarquia"
2005,"Curaçá","BA",18078,11370,11699,812,386,255.3,0,386434.7,368677.76,17756.94,651582.92,128986.53,41380.23,121520.5,176334.73,NA,NA,NA,NA,NA,NA,"Autarquia"
1999,"Curaçá","BA",9762,6833,9853,792.81,NA,224.59,NA,314527,314527,0,404430,22681,75870,25395,107101,NA,NA,NA,NA,NA,NA,"Autarquia"
2002,"Curaçá","BA",14868,7648,11085,738,NA,347.5,NA,49010.18,46292.52,2717.66,447044.86,57012,4479.42,22902.37,27381.79,NA,NA,NA,NA,NA,NA,"Autarquia"
2019,"Curaçá","BA",29875,10865,14799,3395,251.3,920.5,31.22,2684821.62,2648040.59,36781.03,3093006.42,301122.77,82120.5,28428.5,110549,0,0,0,0,0,0,"Autarquia"
2006,"Curaçá","BA",19141,12141,11861,891,424.6,266.4,0,405337.26,386777.26,18560,657852,148486.63,18800.33,135300.2,172200.53,NA,NA,NA,NA,NA,NA,"Autarquia"
1998,"Curaçá","BA",9920,5598,9825,743.69,NA,NA,NA,324250.75,324250.75,0,373413.27,20787.27,68688.9,51094.35,165836.55,NA,NA,NA,NA,NA,NA,"Autarquia"
